"","category","name","reviewer","reviews","veridied","date.of.review","ratings"
"223","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","PJ2002","Received the chair today, but one of the chair leg was not from the original chair itself. It was an attachable leg piece. Also, the chair is kind of small to holds a person who weights more than 200lbs, although the ads claims this chair can hold around 250lbs. I contact Amazon and I was asked if I wanted to return. Since the disassembly takes too much work for the return, so I was offered a discount for the chair. Overall, I feel so dissatisfied with this product, but Amazon customer service is a plus for issues resolve. So the 3 stars are for Amazon customer service not for the chair.","Verified Purchase","Reviewed in the United States on 22 July 2021","2.0 out of 5 stars"
"224","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","PJ2002","Although the chair is pretty nice, my butt hurt after a couple hours of sitting in it.  Otherwise it did the job and for the price well, you can't go wrong, just use a cushion.","Verified Purchase","Reviewed in the United States on 7 November 2022","3.0 out of 5 stars"
"225","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Mejiaad","You can sit, but like most office chairs your back will hurt after long periods of use","Verified Purchase","Reviewed in the United States on 15 May 2022","3.0 out of 5 stars"
"226","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","priscilla aguiar","Overall I give this product 3 stars. It is hard plastic with a mesh back so it is a rough back support. On my specific model the hydraulic system is broken and the chair will not stay in the air. It sinks down to the lowest position.When I ordered this product they also lost my order but I did receive the chair. This chair will work for now as I just moved into my new place, but once I get more money I will be getting a different chair.","Verified Purchase","Reviewed in the United States on 27 July 2021","3.0 out of 5 stars"
"227","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Michael Paone","I have trouble with sciatica from time to time and this chair is very supportive during those times. I gave it 3 stars on assembly only because I was unable to get the handles to attach. However, I don't really like handles on a desk chair so it works fine for me without the handles.","Verified Purchase","Reviewed in the United States on 11 January 2021","4.0 out of 5 stars"
"228","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Michael Paone","I had such a hard time finding a desk chair that delivered in LESS than 3 months that also wasn't HUNDREDS of dollars. Most places sell a stool for the same price. With no back support or arm rests. I go really down about this. I was working from home, at my desk sitting on my bed. Most days my back ached, but I would have flare ups and my back would be ON FIRE. Luckily, my MIL found this chair for me and I ordered it. It was at my house 6 days later. And it was SUPER easy to assemble.","Verified Purchase","Reviewed in the United States on 25 August 2020","3.0 out of 5 stars"
"229","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Linda","Had originally selected this chair around a year ago, when I was going into work for my personal desk at home. Started a WFH position around 7 months ago where I was sitting in it for hours almost every day. The mesh backing was not tight enough leading to the hard plastic backing jabbing my back so I needed to find a blanked to put over the back. The bottom cushion gave out about a month ago.I had to use other screws I had laying around for assembly because the ones they sent didn't fit, it creaked and squeaked constantly from day one. The base of the chair broke today after a year of use. The mesh backing was also ripping in a few spots.","Verified Purchase","Reviewed in the United States on 1 June 2022","3.0 out of 5 stars"
"230","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Erica Northup","... would recommend that, during assembly, you not completely tighten your screws until all have been started so you can adjust pieces as needed - I found this especially helpful when connecting the seat and back support. Remember to keep your provided allen wrench in a safe place as the instructions recommend you check/re-tighten your screws every 3 months for safety maintenance.","Verified Purchase","Reviewed in the United States on 22 September 2020","4.0 out of 5 stars"
"231","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Desiree Lynn Emison","Although I bought on prime day, it took like a month to get to me. But the wait was worth it. I found it easy to assemble in under an hour and it looks great in my classroom, the first chair i’ve not stolen from another place. Would definitely purchase again, hopefully without the wait.","Verified Purchase","Reviewed in the United States on 16 August 2022","4.3 out of 5 stars"
"232","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","GJA1","The piston that keeps the chair at the proper height stopped working .  this is roughly five months of use.  I weight less than 200 pounds, so i can't see the weight as being the key reason.  Spend your money on a better quality chair","Verified Purchase","Reviewed in the United States on 15 July 2023","5.0 out of 5 stars"
"233","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","PJ2002","Received the chair today, but one of the chair leg was not from the original chair itself. It was an attachable leg piece. Also, the chair is kind of small to holds a person who weights more than 200lbs, although the ads claims this chair can hold around 250lbs. I contact Amazon and I was asked if I wanted to return. Since the disassembly takes too much work for the return, so I was offered a discount for the chair. Overall, I feel so dissatisfied with this product, but Amazon customer service is a plus for issues resolve. So the 3 stars are for Amazon customer service not for the chair.","Verified Purchase","Reviewed in the United States on 22 July 2021","2.0 out of 5 stars"
"234","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","PJ2002","Although the chair is pretty nice, my butt hurt after a couple hours of sitting in it.  Otherwise it did the job and for the price well, you can't go wrong, just use a cushion.","Verified Purchase","Reviewed in the United States on 7 November 2022","3.0 out of 5 stars"
"235","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Mejiaad","You can sit, but like most office chairs your back will hurt after long periods of use","Verified Purchase","Reviewed in the United States on 15 May 2022","3.0 out of 5 stars"
"236","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","priscilla aguiar","Overall I give this product 3 stars. It is hard plastic with a mesh back so it is a rough back support. On my specific model the hydraulic system is broken and the chair will not stay in the air. It sinks down to the lowest position.When I ordered this product they also lost my order but I did receive the chair. This chair will work for now as I just moved into my new place, but once I get more money I will be getting a different chair.","Verified Purchase","Reviewed in the United States on 27 July 2021","3.0 out of 5 stars"
"237","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Michael Paone","I have trouble with sciatica from time to time and this chair is very supportive during those times. I gave it 3 stars on assembly only because I was unable to get the handles to attach. However, I don't really like handles on a desk chair so it works fine for me without the handles.","Verified Purchase","Reviewed in the United States on 11 January 2021","4.0 out of 5 stars"
"238","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Michael Paone","I had such a hard time finding a desk chair that delivered in LESS than 3 months that also wasn't HUNDREDS of dollars. Most places sell a stool for the same price. With no back support or arm rests. I go really down about this. I was working from home, at my desk sitting on my bed. Most days my back ached, but I would have flare ups and my back would be ON FIRE. Luckily, my MIL found this chair for me and I ordered it. It was at my house 6 days later. And it was SUPER easy to assemble.","Verified Purchase","Reviewed in the United States on 25 August 2020","3.0 out of 5 stars"
"239","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Linda","Had originally selected this chair around a year ago, when I was going into work for my personal desk at home. Started a WFH position around 7 months ago where I was sitting in it for hours almost every day. The mesh backing was not tight enough leading to the hard plastic backing jabbing my back so I needed to find a blanked to put over the back. The bottom cushion gave out about a month ago.I had to use other screws I had laying around for assembly because the ones they sent didn't fit, it creaked and squeaked constantly from day one. The base of the chair broke today after a year of use. The mesh backing was also ripping in a few spots.","Verified Purchase","Reviewed in the United States on 1 June 2022","3.0 out of 5 stars"
"240","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Erica Northup","... would recommend that, during assembly, you not completely tighten your screws until all have been started so you can adjust pieces as needed - I found this especially helpful when connecting the seat and back support. Remember to keep your provided allen wrench in a safe place as the instructions recommend you check/re-tighten your screws every 3 months for safety maintenance.","Verified Purchase","Reviewed in the United States on 22 September 2020","4.0 out of 5 stars"
"241","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Desiree Lynn Emison","Although I bought on prime day, it took like a month to get to me. But the wait was worth it. I found it easy to assemble in under an hour and it looks great in my classroom, the first chair i’ve not stolen from another place. Would definitely purchase again, hopefully without the wait.","Verified Purchase","Reviewed in the United States on 16 August 2022","4.3 out of 5 stars"
"242","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","GJA1","The piston that keeps the chair at the proper height stopped working .  this is roughly five months of use.  I weight less than 200 pounds, so i can't see the weight as being the key reason.  Spend your money on a better quality chair","Verified Purchase","Reviewed in the United States on 15 July 2023","5.0 out of 5 stars"
"243","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","PJ2002","Received the chair today, but one of the chair leg was not from the original chair itself. It was an attachable leg piece. Also, the chair is kind of small to holds a person who weights more than 200lbs, although the ads claims this chair can hold around 250lbs. I contact Amazon and I was asked if I wanted to return. Since the disassembly takes too much work for the return, so I was offered a discount for the chair. Overall, I feel so dissatisfied with this product, but Amazon customer service is a plus for issues resolve. So the 3 stars are for Amazon customer service not for the chair.","Verified Purchase","Reviewed in the United States on 22 July 2021","2.0 out of 5 stars"
"244","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","PJ2002","Although the chair is pretty nice, my butt hurt after a couple hours of sitting in it.  Otherwise it did the job and for the price well, you can't go wrong, just use a cushion.","Verified Purchase","Reviewed in the United States on 7 November 2022","3.0 out of 5 stars"
"245","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Mejiaad","You can sit, but like most office chairs your back will hurt after long periods of use","Verified Purchase","Reviewed in the United States on 15 May 2022","3.0 out of 5 stars"
"246","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","priscilla aguiar","Overall I give this product 3 stars. It is hard plastic with a mesh back so it is a rough back support. On my specific model the hydraulic system is broken and the chair will not stay in the air. It sinks down to the lowest position.When I ordered this product they also lost my order but I did receive the chair. This chair will work for now as I just moved into my new place, but once I get more money I will be getting a different chair.","Verified Purchase","Reviewed in the United States on 27 July 2021","3.0 out of 5 stars"
"247","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Michael Paone","I have trouble with sciatica from time to time and this chair is very supportive during those times. I gave it 3 stars on assembly only because I was unable to get the handles to attach. However, I don't really like handles on a desk chair so it works fine for me without the handles.","Verified Purchase","Reviewed in the United States on 11 January 2021","4.0 out of 5 stars"
"248","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Michael Paone","I had such a hard time finding a desk chair that delivered in LESS than 3 months that also wasn't HUNDREDS of dollars. Most places sell a stool for the same price. With no back support or arm rests. I go really down about this. I was working from home, at my desk sitting on my bed. Most days my back ached, but I would have flare ups and my back would be ON FIRE. Luckily, my MIL found this chair for me and I ordered it. It was at my house 6 days later. And it was SUPER easy to assemble.","Verified Purchase","Reviewed in the United States on 25 August 2020","3.0 out of 5 stars"
"249","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Linda","Had originally selected this chair around a year ago, when I was going into work for my personal desk at home. Started a WFH position around 7 months ago where I was sitting in it for hours almost every day. The mesh backing was not tight enough leading to the hard plastic backing jabbing my back so I needed to find a blanked to put over the back. The bottom cushion gave out about a month ago.I had to use other screws I had laying around for assembly because the ones they sent didn't fit, it creaked and squeaked constantly from day one. The base of the chair broke today after a year of use. The mesh backing was also ripping in a few spots.","Verified Purchase","Reviewed in the United States on 1 June 2022","3.0 out of 5 stars"
"250","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Erica Northup","... would recommend that, during assembly, you not completely tighten your screws until all have been started so you can adjust pieces as needed - I found this especially helpful when connecting the seat and back support. Remember to keep your provided allen wrench in a safe place as the instructions recommend you check/re-tighten your screws every 3 months for safety maintenance.","Verified Purchase","Reviewed in the United States on 22 September 2020","4.0 out of 5 stars"
"251","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Desiree Lynn Emison","Although I bought on prime day, it took like a month to get to me. But the wait was worth it. I found it easy to assemble in under an hour and it looks great in my classroom, the first chair i’ve not stolen from another place. Would definitely purchase again, hopefully without the wait.","Verified Purchase","Reviewed in the United States on 16 August 2022","4.3 out of 5 stars"
"252","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","GJA1","The piston that keeps the chair at the proper height stopped working .  this is roughly five months of use.  I weight less than 200 pounds, so i can't see the weight as being the key reason.  Spend your money on a better quality chair","Verified Purchase","Reviewed in the United States on 15 July 2023","5.0 out of 5 stars"
"253","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","PJ2002","Received the chair today, but one of the chair leg was not from the original chair itself. It was an attachable leg piece. Also, the chair is kind of small to holds a person who weights more than 200lbs, although the ads claims this chair can hold around 250lbs. I contact Amazon and I was asked if I wanted to return. Since the disassembly takes too much work for the return, so I was offered a discount for the chair. Overall, I feel so dissatisfied with this product, but Amazon customer service is a plus for issues resolve. So the 3 stars are for Amazon customer service not for the chair.","Verified Purchase","Reviewed in the United States on 22 July 2021","2.0 out of 5 stars"
"254","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","PJ2002","Although the chair is pretty nice, my butt hurt after a couple hours of sitting in it.  Otherwise it did the job and for the price well, you can't go wrong, just use a cushion.","Verified Purchase","Reviewed in the United States on 7 November 2022","3.0 out of 5 stars"
"255","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Mejiaad","You can sit, but like most office chairs your back will hurt after long periods of use","Verified Purchase","Reviewed in the United States on 15 May 2022","3.0 out of 5 stars"
"256","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","priscilla aguiar","Overall I give this product 3 stars. It is hard plastic with a mesh back so it is a rough back support. On my specific model the hydraulic system is broken and the chair will not stay in the air. It sinks down to the lowest position.When I ordered this product they also lost my order but I did receive the chair. This chair will work for now as I just moved into my new place, but once I get more money I will be getting a different chair.","Verified Purchase","Reviewed in the United States on 27 July 2021","3.0 out of 5 stars"
"257","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Michael Paone","I have trouble with sciatica from time to time and this chair is very supportive during those times. I gave it 3 stars on assembly only because I was unable to get the handles to attach. However, I don't really like handles on a desk chair so it works fine for me without the handles.","Verified Purchase","Reviewed in the United States on 11 January 2021","4.0 out of 5 stars"
"258","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Michael Paone","I had such a hard time finding a desk chair that delivered in LESS than 3 months that also wasn't HUNDREDS of dollars. Most places sell a stool for the same price. With no back support or arm rests. I go really down about this. I was working from home, at my desk sitting on my bed. Most days my back ached, but I would have flare ups and my back would be ON FIRE. Luckily, my MIL found this chair for me and I ordered it. It was at my house 6 days later. And it was SUPER easy to assemble.","Verified Purchase","Reviewed in the United States on 25 August 2020","3.0 out of 5 stars"
"259","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Linda","Had originally selected this chair around a year ago, when I was going into work for my personal desk at home. Started a WFH position around 7 months ago where I was sitting in it for hours almost every day. The mesh backing was not tight enough leading to the hard plastic backing jabbing my back so I needed to find a blanked to put over the back. The bottom cushion gave out about a month ago.I had to use other screws I had laying around for assembly because the ones they sent didn't fit, it creaked and squeaked constantly from day one. The base of the chair broke today after a year of use. The mesh backing was also ripping in a few spots.","Verified Purchase","Reviewed in the United States on 1 June 2022","3.0 out of 5 stars"
"260","chair","Vnewone Ergonomic Office Chair Desk Computer Mesh Executive Task Rolling Gaming Swivel Modern Adjustable with Mid Back Lumbar Support Armrest for Home Women Men, Black","Erica Northup","... would recommend that, during assembly, you not completely tighten your screws until all have been started so you can adjust pieces as needed - I found this especially helpful when connecting the seat and back support. Remember to keep your provided allen wrench in a safe place as the instructions recommend you check/re-tighten your screws every 3 months for safety maintenance.","Verified Purchase","Reviewed in the United States on 22 September 2020","4.0 out of 5 stars"
"261","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Brad Murray","the chair does not roll well.The wheelsdon’t work","Verified Purchase","Reviewed in Canada on 5 January 2022","4.5 out of 5 stars"
"262","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","HESHAM ELMAHDY","It is very good quality in general. Looks good as well. However the back has two downsides:1- the back is farther back, so when you sit you gotta crawl backwards to lean on it.2- The back is not curved to the healthy shape of your back, so I could not sit for a long time, as my back starts aching.","Verified Purchase","Reviewed in Canada on 30 August 2021","3.0 out of 5 stars"
"263","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","MY NGUYEN","My boyfriend bought me this chair for when I WFH. It arrived quickly and packaged very well! It was put together in about 15 minutes and it is beautiful and comfortable !","Verified Purchase","Reviewed in the United States on 29 December 2023","3.0 out of 5 stars"
"264","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","匿名","座面にシールが貼ってあり剥がしてもえぐいくらい跡が残る。(写真参照)なぜそこに貼る必要があるのか分からない。大きな物なので段ボールに梱包し直すのもめんどくさいし、返品手続きして取りに来てもらうまででかい段ボールが部屋の中で場所を取るのもストレスが溜まる。","Verified Purchase","Reviewed in Japan on 12 September 2023","5.0 out of 5 stars"
"265","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","匿名","Gorgeous office chair! The gold is a true gold - not a pale brass color. Super comfy to sit in, I use it for hours at a time. My only complaint is that at first I was sent the wrong chair. Ordered black/gold and was sent white/silver. This was promptly corrected though!","Verified Purchase","Reviewed in Canada on 27 October 2021","1.0 out of 5 stars"
"266","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Lily","This chair is not leather as advertised. Also the casters do not roll smoothly if at all. Thebfakebleatger is already ripping. Very disappointing.Otherwise looks pretty","Verified Purchase","Reviewed in Canada on 4 January 2024","1.0 out of 5 stars"
"267","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","alegere","Tres belle chaise! J’adore ! Facile à assembler , aucune pièce manquante et livraison très rapide!","Verified Purchase","Reviewed in Canada on 6 February 2021","4.0 out of 5 stars"
"268","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","alegere","Easy to assemble, and looks very good!","Verified Purchase","Reviewed in the United States on 21 January 2024","1.0 out of 5 stars"
"269","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Celine","You can feel the metal on the chair when you sit.","Verified Purchase","Reviewed in Canada on 14 June 2022","1.0 out of 5 stars"
"270","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Celine","Realmente me gusta el producto","Verified Purchase","Reviewed in Mexico on 27 November 2023","5.0 out of 5 stars"
"271","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Amazon Customer","I love this chair, it’s beautiful and super comfortable with the thick leather.  I sit on it all day and have no issues. It was a little more expensive then I wanted to pay for a chair. I also wish it reclined back and the back part was a little taller / higher.","Verified Purchase","Reviewed in Canada on 9 May 2021","4.5 out of 5 stars"
"272","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","sonia M","La description est erronée, cette chaise n'est pas en cuir véritable et donc n'a pas la même résistance et look.","Verified Purchase","Reviewed in Canada on 9 August 2021","4.0 out of 5 stars"
"273","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Marie","Nous avons reçu une chaise usagée, cheveux aux roulettes avec égratignures très décevant !","Verified Purchase","Reviewed in Canada on 3 April 2022","2.0 out of 5 stars"
"274","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Mimi Coleman","I bought this for my son and he loves the chair. He uses it for school and gaming. It matches with the gold and black theme in his room.","Verified Purchase","Reviewed in the United States on 16 February 2024","1.0 out of 5 stars"
"275","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Laura Kennedy","Nice but I ordered 7. One package was damaged greatly to the box and torn on one chair.","Verified Purchase","Reviewed in the United States on 17 February 2024","4.0 out of 5 stars"
"276","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Laura Kennedy","this was a headache to set up. Directions were unclear. It took way longer than expected to put together and then to top it off, they made one of the screw holes too big so now one of the arm rest isn't screwed in and hanging by the other screwed in arm rest above it. Not too happy about it obviously and it's too much work to take it apart and send it back now.","Verified Purchase","Reviewed in the United States on 4 January 2024","4.0 out of 5 stars"
"277","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Cass","Got this for my new desk. It was fairly easy to assemble I did it in less than 45 minutes by myself. It’s also pretty comfy! I didn’t think it was a bad price either","Verified Purchase","Reviewed in the United States on 1 January 2024","4.0 out of 5 stars"
"278","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Lily","This chair is so comfortable .  Simple to put together.","Verified Purchase","Reviewed in the United States on 7 January 2024","4.0 out of 5 stars"
"279","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Lily","The media could not be loaded.
                
            
                
            
            
        
    
    
 I bought this chair so the legs and arms matched the color of the table my roommate gave me. It's a perfect match, and I don't know about most other girls, but for me it was easy to install. I finish installing it in 15 minutes.","Verified Purchase","Reviewed in the United States on 23 January 2024","5.0 out of 5 stars"
"280","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Payton Giffin","It was a Xmas gift for my son.","Verified Purchase","Reviewed in the United States on 5 January 2024","5.0 out of 5 stars"
"281","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Amazon Customer","I love this chair, it’s beautiful and super comfortable with the thick leather.  I sit on it all day and have no issues. It was a little more expensive then I wanted to pay for a chair. I also wish it reclined back and the back part was a little taller / higher.","Verified Purchase","Reviewed in Canada on 9 May 2021","4.5 out of 5 stars"
"282","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","sonia M","La description est erronée, cette chaise n'est pas en cuir véritable et donc n'a pas la même résistance et look.","Verified Purchase","Reviewed in Canada on 9 August 2021","4.0 out of 5 stars"
"283","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Marie","Nous avons reçu une chaise usagée, cheveux aux roulettes avec égratignures très décevant !","Verified Purchase","Reviewed in Canada on 3 April 2022","2.0 out of 5 stars"
"284","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Mimi Coleman","I bought this for my son and he loves the chair. He uses it for school and gaming. It matches with the gold and black theme in his room.","Verified Purchase","Reviewed in the United States on 16 February 2024","1.0 out of 5 stars"
"285","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Laura Kennedy","Nice but I ordered 7. One package was damaged greatly to the box and torn on one chair.","Verified Purchase","Reviewed in the United States on 17 February 2024","4.0 out of 5 stars"
"286","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Laura Kennedy","this was a headache to set up. Directions were unclear. It took way longer than expected to put together and then to top it off, they made one of the screw holes too big so now one of the arm rest isn't screwed in and hanging by the other screwed in arm rest above it. Not too happy about it obviously and it's too much work to take it apart and send it back now.","Verified Purchase","Reviewed in the United States on 4 January 2024","4.0 out of 5 stars"
